date,rate1,rate7,rate_country1,rate_country10
2016-11-25,2.3163,2.5980000000000003,2.2487,2.8819
2016-11-28,2.3171,2.6893,2.2548,2.8672
2016-11-29,2.332,2.8502,2.275,2.9163
2016-11-30,2.3932,2.8942,2.3353,2.9564
2016-12-01,2.3617,2.9428,2.3680000000000003,2.9663
2016-12-02,2.3798,2.6038,2.4667,3.0063
2016-12-05,2.3584,2.6822,2.399,3.0138
2016-12-06,2.3508,2.5985,2.4968,3.106
2016-12-07,2.3379,2.6776,2.4868,3.0962
2016-12-08,2.3297,2.6362,2.4941,3.0618
2016-12-09,2.3223,2.6117,2.5067,3.0859
2016-12-12,2.3325,2.6344,2.5846,3.1121
2016-12-13,2.3467,2.6786,2.7107,3.1816
2016-12-14,2.3439,2.8382,2.7113,3.1822
2016-12-15,2.3528,2.64,2.8435,3.3031
2016-12-16,2.3793,2.9389999999999996,2.9228,3.2946
2016-12-19,2.3747,2.7989,3.0082,3.2962
2016-12-20,2.3794,2.9698,3.1295,3.361
2016-12-21,2.381,2.8648,3.0307,3.3106
2016-12-22,2.3761,3.0358,2.8778,3.2414
2016-12-23,2.371,2.7482,2.8558,3.1968
2016-12-26,2.3293,2.8964,2.81,3.1963
2016-12-27,2.2968,2.8924,2.7703,3.152
2016-12-28,2.2736,2.8574,2.7747,3.1618
2016-12-29,2.2264,3.3562,2.725,3.1102
2016-12-30,2.1688,2.6805,2.6449,3.0358
2016-12-31,2.2259,2.7308,2.6660000000000004,3.08345
2017-01-03,2.2462,2.6713,2.6871,3.1311
2017-01-04,2.2459,2.6394,2.7574,3.1122
2017-01-05,2.1932,2.4985,2.784,3.2145
2017-01-06,2.1862,2.6577,2.7846,3.195
2017-01-09,2.1471,2.4989,2.8155,3.2074
2017-01-10,2.1584,2.6152,2.7435,3.1782
2017-01-11,2.1652,2.6424,2.7334,3.2177
2017-01-12,2.1629,2.5526,2.7273,3.1905
2017-01-13,2.1583,2.5403,2.7057,3.2149
2017-01-16,2.1966,2.6204,2.6376,3.2249
2017-01-17,2.3472,2.6597,2.6657,3.2636
2017-01-18,2.5815,3.0223,2.6687,3.2738
2017-01-19,2.5847,3.4368,2.6567,3.2849
2017-01-20,2.3979,2.8703,2.6645,3.2451
2017-01-22,2.1915,2.7747,2.6534,3.2351
2017-01-23,2.2134,2.8991,2.6544,3.2602
2017-01-24,2.1966,3.0026,2.6313,3.2749
2017-01-25,2.2067,2.7182,2.6925,3.3097
2017-01-26,2.7404,2.6758,2.6884,3.3292
2017-02-03,2.2233,3.0037,2.7387,3.3299
2017-02-04,2.2653,2.6668,2.7347,3.4146
2017-02-06,2.3099,2.7591,2.7991,3.4292
2017-02-07,2.3109,2.7299,2.8019,3.4599
2017-02-08,2.3106,2.8503,2.826,3.4512
2017-02-09,2.3118,2.8863,2.8447,3.4313
2017-02-10,2.3121,2.9106,2.8427,3.3968
2017-02-13,2.3069,2.8422,2.8036,3.4265
2017-02-14,2.3111,2.7876,2.8046,3.402
2017-02-15,2.3125,3.1765,2.8099,3.4414
2017-02-16,2.3796,2.9064,2.7667,3.3924
2017-02-17,2.4075,3.0587,2.7308,3.3825
2017-02-20,2.4535,2.9406,2.7442,3.3107
2017-02-21,2.5214,3.083,2.7088,3.3373
2017-02-22,2.5184,3.1024,2.741,3.3457
2017-02-23,2.5686,3.0733,2.7654,3.3169
2017-02-24,2.4961,3.0778,2.7489,3.3324
2017-02-27,2.4712,2.898,2.7260000000000004,3.3228
2017-02-28,2.5811,2.944,2.7208,3.3179
2017-03-01,2.5426,3.025,2.734,3.3115
2017-03-02,2.4963,2.9675,2.7759,3.3315
2017-03-03,2.4014,2.9393,2.807,3.3465
2017-03-06,2.4428,2.8759,2.8009,3.3593
2017-03-07,2.4333,3.063,2.8153,3.3694
2017-03-08,2.4322,3.0299,2.8202,3.3757
2017-03-09,2.4391,2.8661,2.8314,3.407
2017-03-10,2.4347,2.8843,2.8299,3.412
2017-03-13,2.4041,2.9462,2.8375,3.4165
2017-03-14,2.4004,2.9803,2.8345,3.3724
2017-03-15,2.4155,2.8754,2.8292,3.3636
2017-03-16,2.4705,3.241,2.8313,3.2728
2017-03-17,2.7147,3.1874,2.8515,3.3127
2017-03-20,2.6882,3.3613,2.8572,3.313
2017-03-21,2.8063,3.7288,2.8842,3.3431
2017-03-22,2.7244,3.5354,2.877,3.2984
2017-03-23,2.7288,3.8561,2.9166,3.3157
2017-03-24,2.645,3.2783,2.8728,3.2738
2017-03-27,2.5327,3.2409,2.8688,3.2264
2017-03-28,2.4931,3.1041,2.8601,3.2388
2017-03-29,2.5542,3.2358,2.8845,3.2808
2017-03-30,2.5243,3.4225,2.8661,3.2936
2017-03-31,2.5982,3.4186,2.8645,3.2838
2017-04-01,2.4991,2.9943,2.842,3.2613
2017-04-05,2.5022,2.9375,2.8603,3.2843
2017-04-06,2.576,3.0341,2.9678,3.3265
2017-04-07,2.5301,3.1914,2.9561,3.3018
2017-04-10,2.4805,2.8708,2.9515,3.3143
2017-04-11,2.4692,2.8704,2.9534,3.337
2017-04-12,2.4379,2.8953,2.9577,3.3105
2017-04-13,2.4777,2.8731,2.9568,3.3156
2017-04-14,2.4701,2.9992,2.9621,3.3379
2017-04-17,2.4926,3.1453,3.0277,3.3989
2017-04-18,2.5228,3.3239,3.0953,3.4252
2017-04-19,2.6164,3.2059,3.1039,3.4142
2017-04-20,2.6502,3.3888,3.1277,3.433
2017-04-21,2.682,3.2785,3.1179,3.4322
2017-04-24,2.8076,3.2657,3.1075,3.4819
2017-04-25,2.8479,3.3797,3.1188,3.4823
2017-04-26,2.8419,3.3511,3.1188,3.4549
2017-04-27,2.8734,3.8357,3.1222,3.4513
2017-04-28,2.9374,3.5646,3.2041,3.4634
2017-05-02,2.8722,3.4656,3.1773,3.4601
2017-05-03,2.9232,3.4707,3.1905,3.5145
2017-05-04,2.9359,3.3921,3.3227,3.5298
2017-05-05,2.8752,3.2880000000000003,3.3007,3.5497
2017-05-08,2.867,3.0885,3.2989,3.5901
2017-05-09,2.8771,3.2563,3.3169999999999997,3.6092
2017-05-10,2.8804,3.1418,3.4627,3.6492
2017-05-11,2.8689,3.1958,3.4649,3.7012
2017-05-12,2.8326,3.2152,3.4677,3.6443
2017-05-15,2.7556,3.1542,3.4955,3.6247
2017-05-16,2.7872,3.2193,3.4726,3.6346
2017-05-17,2.8149,3.1507,3.5174,3.625
2017-05-18,2.8074,3.24,3.4841,3.615
2017-05-19,2.7575,3.2242,3.51,3.6302
2017-05-22,2.7304,3.1675,3.5358,3.6353
2017-05-23,2.7143,3.3426,3.5263,3.6551
2017-05-24,2.6722,3.1715,3.5709,3.6849
2017-05-25,2.6659,3.3631,3.571,3.6455
2017-05-26,2.6341,3.1707,3.5613,3.6559
2017-05-27,2.6193,3.0846,3.5322,3.6559
2017-05-31,2.6974,3.2231,3.4988,3.6562
2017-06-01,2.7375,3.1842,3.4795,3.6168
2017-06-02,2.8815,3.2644,3.4831,3.6169
2017-06-05,2.8675,3.2243,3.4978,3.6018
2017-06-06,2.878,3.3017,3.5180000000000002,3.6168
2017-06-07,2.8488,3.4311,3.5135,3.684
2017-06-08,2.8958,3.2928,3.6528,3.6418
2017-06-09,2.8906,3.3577,3.6535,3.6394
2017-06-12,2.8952,3.4132,3.6237,3.6072
2017-06-13,2.8976,3.3176,3.5991,3.5626
2017-06-14,2.8872,3.3361,3.62,3.5688
2017-06-15,2.9026,3.2176,3.5764,3.5325
2017-06-16,2.912,3.4424,3.5989,3.5675
2017-06-19,2.9189999999999996,3.2603,3.5889,3.5205
2017-06-20,2.9253,3.3254,3.4858,3.4881
2017-06-21,2.9443,3.2206,3.4898,3.5105
2017-06-22,2.9185,3.3758,3.4904,3.5429
2017-06-23,2.8583,3.6457,3.4903,3.5479
2017-06-26,2.7713,3.3234,3.4678,3.5381
2017-06-27,2.6866,3.3356,3.4148,3.5134
2017-06-28,2.6193,3.2030000000000003,3.4255,3.5209
2017-06-29,2.5926,3.1839999999999997,3.4265,3.5482
2017-06-30,2.7829,3.5883,3.446,3.5656
2017-07-03,2.7709,3.1993,3.4545,3.5732
2017-07-04,2.7398,3.2308,3.4528,3.608
2017-07-05,2.6357,3.2028,3.4615,3.6056
2017-07-06,2.6085,3.1124,3.4560000000000004,3.5684
2017-07-07,2.5945,3.0184,3.4589999999999996,3.5735
2017-07-10,2.605,3.1352,3.4567,3.5835
2017-07-11,2.6775,3.2269,3.4566,3.5824
2017-07-12,2.7063,3.2215,3.4513,3.5737
2017-07-13,2.7234,3.1267,3.4473,3.5602
2017-07-14,2.6786,3.1362,3.4464,3.5702
2017-07-17,2.6825,3.0919,3.424,3.5542
2017-07-18,2.8224,3.5081,3.44,3.5864
2017-07-19,2.821,3.4354,3.4248,3.5902
2017-07-20,2.8591,3.2958,3.4146,3.5742
2017-07-21,2.8256,3.3356,3.3930000000000002,3.5755
2017-07-24,2.7988,3.2187,3.3862,3.5796
2017-07-25,2.8182,3.4184,3.3764,3.587
2017-07-26,2.8325,3.2718,3.3895,3.6036
2017-07-27,2.8681,3.4507,3.3854,3.6161
2017-07-28,2.8963,3.4212,3.3825,3.6025
2017-07-31,2.9367,3.5008,3.3838,3.6203
2017-08-01,2.9322,3.5961,3.4096,3.6315
2017-08-02,2.8999,3.3252,3.3975,3.6303
2017-08-03,2.861,3.1839,3.3946,3.6328
2017-08-04,2.7834,3.2004,3.3869,3.6218
2017-08-07,2.7809,3.2489999999999997,3.3524,3.6482
2017-08-08,2.8472,3.3734,3.3735,3.6695
2017-08-09,2.8563,3.2484,3.3689,3.6707
2017-08-10,2.8584,3.2052,3.3664,3.661
2017-08-11,2.8394,3.3767,3.3545,3.636
2017-08-14,2.8263,3.2911,3.3507,3.6192
2017-08-15,2.8707,3.4044,3.3366,3.6043
2017-08-16,2.8712,3.3709,3.3468,3.6187
2017-08-17,2.8978,3.466,3.3446,3.6319
2017-08-18,2.8879,3.633,3.3355,3.6221
2017-08-21,2.9161,3.4731,3.3364,3.6498
2017-08-22,2.878,3.4663,3.3381,3.6638
2017-08-23,2.9001,3.5276,3.34,3.6577
2017-08-24,2.9038,3.5001,3.3422,3.6748
2017-08-25,2.9206,3.536,3.3492,3.6747
2017-08-28,2.9084,3.4231,3.3533,3.6863
2017-08-29,3.0135,3.5581,3.3582,3.6946
2017-08-30,3.0299,3.7198,3.3679,3.6848
2017-08-31,2.9359,3.5382,3.3825,3.6701
2017-09-01,2.8697,3.5658,3.3987,3.6339
2017-09-04,2.806,3.3566,3.4043,3.6478
2017-09-05,2.701,3.2135,3.428,3.6604
2017-09-06,2.6802,3.1932,3.4283,3.6642
2017-09-07,2.6865,3.2072,3.4799,3.6431
2017-09-08,2.6782,3.3159,3.4661,3.6038
2017-09-11,2.6927,3.2827,3.4601,3.6098
2017-09-12,2.6961,3.2705,3.488,3.6311
2017-09-13,2.714,3.3474,3.4904,3.6262
2017-09-14,2.7391,3.3893,3.4789999999999996,3.6104
2017-09-15,2.7862,3.4311,3.4675,3.5991
2017-09-18,2.8614,3.4829,3.468,3.6143
2017-09-19,2.9135,3.6863,3.4634,3.6193
2017-09-20,2.8516,3.5580000000000003,3.4556,3.6232
2017-09-21,2.9055,3.6297,3.4524,3.6295
2017-09-22,2.8082,3.6014,3.4526,3.6347
2017-09-25,2.8021,3.7055,3.4417,3.6038
2017-09-26,2.8898,4.114,3.4441,3.6152
2017-09-27,2.9407,3.8261,3.4488,3.63
2017-09-28,2.99,4.1776,3.4444,3.6179
2017-09-29,2.8425,3.7493,3.4492,3.6178
2017-09-30,3.3966,3.1138,3.4449,3.6179
2017-10-09,2.8291,3.3906,3.4569,3.6398
2017-10-10,2.8192,3.7252,3.4757,3.656
2017-10-11,2.7923,3.5077,3.49,3.661
2017-10-12,2.6985,3.1779,3.4851,3.671
2017-10-13,2.6544,3.1701,3.4753,3.6686
2017-10-16,2.6401,3.3466,3.5119,3.6985
2017-10-17,2.6525,3.2563,3.5045,3.7308
2017-10-18,2.6424,3.3078,3.5036,3.7364
2017-10-19,2.6344,3.2202,3.4855,3.7255
2017-10-20,2.6216,3.2087,3.4878,3.7156
2017-10-23,2.6758,3.2880000000000003,3.4812,3.7413
2017-10-24,2.6858,3.3553,3.4797,3.732
2017-10-25,2.7108,3.4765,3.4831,3.7617
2017-10-26,2.7332,3.3183,3.5066,3.8016
2017-10-27,2.762,3.4248,3.5387,3.8017
2017-10-30,2.8108,3.3362,3.5352,3.8983
2017-10-31,2.9068,3.5961,3.55,3.8959
2017-11-01,2.8009,3.6047,3.5374,3.8827
2017-11-02,2.6868,3.2531,3.563,3.8563
2017-11-03,2.6286,3.2074,3.5729,3.9006
2017-11-06,2.5732,3.148,3.5767,3.8868
2017-11-07,2.6095,3.0833,3.5867,3.8964
2017-11-08,2.6412,3.3796,3.5864,3.9255
2017-11-09,2.7029,3.3072,3.5508,3.9008
2017-11-10,2.7776,3.4212,3.557,3.9223
2017-11-13,2.8655,3.3596,3.5610000000000004,3.9664
2017-11-14,2.889,3.4164,3.5714,4.0025
2017-11-15,2.8801,3.7868,3.613,3.9795
2017-11-16,2.8715,3.5345,3.6462,3.949
2017-11-17,2.7972,3.5326,3.6448,3.9521
2017-11-20,2.8487,3.3386,3.6563,3.976
2017-11-21,2.8867,3.5001,3.6421,3.982
2017-11-22,2.8839,3.8183,3.6515,3.9868
2017-11-23,2.885,3.6081,3.6519999999999997,4.0028
2017-11-24,2.8713,3.4160000000000004,3.6418,4.0059
2017-11-27,2.8767,3.4303,3.6515,3.9623
2017-11-28,2.8658,3.4719,3.6826,3.9799
2017-11-29,2.733,3.4951,3.6576,3.9941
2017-11-30,2.8782,3.5467,3.6503,3.9318
2017-12-01,2.6988,3.5101,3.6585,3.8894
2017-12-04,2.6656,3.1276,3.6341,3.902
2017-12-05,2.6268,3.1428,3.6431,3.8648
2017-12-06,2.6222,3.2053,3.6491,3.8798
2017-12-07,2.6304,3.1660000000000004,3.7492,3.8848
2017-12-08,2.6518,3.3649,3.7517,3.9122
2017-12-11,2.7257,3.1765,3.775,3.9274
2017-12-12,2.7786,3.3982,3.8044,3.9324
2017-12-13,2.8480000000000003,3.6103,3.7844,3.9388
2017-12-14,2.8632,3.3863,3.7743,3.8977
2017-12-15,2.7965,3.4424,3.7834,3.8928
2017-12-18,2.7727,3.3419,3.7787,3.8756
2017-12-19,2.7911,3.3449,3.7702,3.8881
2017-12-20,2.7681,3.3132,3.7908,3.9007
2017-12-21,2.7118,3.0704,3.805,3.907
2017-12-22,2.6638,3.5293,3.7824,3.8834
2017-12-25,2.608,3.0849,3.7918,3.8836
2017-12-26,2.6296,3.7908,3.7873,3.8911
2017-12-27,2.7072,3.9573,3.7666,3.8887
2017-12-28,2.7119999999999997,4.9733,3.7911,3.9037
2017-12-29,2.9184,4.0539,3.7579,3.8888
2018-01-02,2.6893,3.2536,3.6953,3.8941
2018-01-03,2.6311,3.2495,3.6707,3.9383
2018-01-04,2.5723,3.2753,3.6117,3.9583
2018-01-05,2.5378,2.8376,3.5941,3.9383
2018-01-08,2.5193,2.7829,3.5653,3.9385
2018-01-09,2.5779,3.0686,3.5548,3.9342
2018-01-10,2.6830000000000003,3.0701,3.5595,3.9532
2018-01-11,2.8641,3.4289,3.6009,3.9872
2018-01-12,2.8675,3.3339999999999996,3.5874,3.9925
2018-01-15,2.8482,2.9916,3.5948,4.0146
2018-01-16,2.8327,3.2899,3.5801,4.0076
2018-01-17,2.8409,3.7466,3.5886,4.0124
2018-01-18,2.8405,3.5039999999999996,3.5774,4.0213
2018-01-19,2.9014,3.4187,3.5662,4.0518
2018-01-22,2.8161,3.319,3.5552,4.0516
2018-01-23,2.6519999999999997,3.2264,3.5479,4.0371
2018-01-24,2.6397,3.201,3.5405,4.0425
2018-01-25,2.6112,3.1727,3.5171,4.0425
2018-01-26,2.5902,3.2804,3.5189999999999997,4.023
2018-01-29,2.6088,3.2414,3.5256,4.028
2018-01-30,2.5708,3.1058,3.5107,4.0277
2018-01-31,2.6271,3.1048,3.5131,4.0135
2018-02-01,2.5563,3.1907,3.4851,3.9204
2018-02-02,2.5614,3.1959,3.4852,3.9104
2018-02-05,2.5744,3.1363,3.4711,3.9153
2018-02-06,2.5779,3.1008,3.4268,3.9066
2018-02-07,2.6144,3.0135,3.4204,3.8967
2018-02-08,2.6093,3.8302,3.4354,3.8902
2018-02-09,2.6011,3.2917,3.4388,3.8879
2018-02-11,2.6361,3.3382,3.4214,3.8907
2018-02-12,2.6257,4.0267,3.418,3.8809
2018-02-13,2.6269,4.0532,3.4187,3.8859
2018-02-14,2.9698,2.9939,3.3924,3.8761
2018-02-22,2.6957,3.4359,3.4197,3.882
2018-02-23,2.6087,3.1032,3.4379,3.8865
2018-02-24,2.5802,3.0728,3.4161,3.889
2018-02-26,2.615,3.0869999999999997,3.3773,3.8719
2018-02-27,2.6062,3.2338,3.315,3.8567
2018-02-28,2.7895,3.4236,3.3501,3.8383
2018-03-01,2.7452,3.6745,3.2821,3.8318
2018-03-02,2.8327,3.3716,3.2521,3.8319
2018-03-05,2.7129,3.3955,3.2862,3.8371
2018-03-06,2.6691,3.3587,3.2734,3.8372
2018-03-07,2.6391,3.315,3.2835,3.8272
2018-03-08,2.6211,3.245,3.2719,3.8073
2018-03-09,2.628,3.1314,3.2973,3.8173
2018-03-12,2.6383,3.1683,3.2877,3.8298
2018-03-13,2.7046,3.498,3.2947,3.8323
2018-03-14,2.6879,3.3666,3.3127,3.8425
2018-03-15,2.6887,3.4174,3.2987,3.8352
2018-03-16,2.6389,3.2295,3.3077,3.8303
2018-03-19,2.6136,3.2927,3.3095,3.818
2018-03-20,2.6144,3.3734,3.3234,3.7982
2018-03-21,2.6102,3.375,3.2958,3.7633
2018-03-22,2.6042,3.4494,3.2842,3.7582
2018-03-23,2.6067,3.2399,3.2296,3.7478
2018-03-26,2.5987,3.3258,3.2775,3.7431
2018-03-27,2.6481,3.5388,3.2769999999999997,3.7507
2018-03-28,2.6506,3.5814,3.2862,3.7233
2018-03-29,2.6319999999999997,3.4428,3.2868,3.7511
2018-03-30,2.8323,3.9655,3.3029,3.7309
2018-04-02,2.6711,3.3693,3.3193,3.7509
2018-04-03,2.6155,3.2473,3.3072,3.7237
2018-04-04,2.4838,3.128,3.305,3.7385
2018-04-08,2.4712,3.4227,3.2993,3.7035
2018-04-09,2.5755,3.3037,3.2868,3.7039
2018-04-10,2.6022,2.9821,3.2802,3.7087
2018-04-11,2.6197,3.2613,3.2891,3.7212
2018-04-12,2.6034,3.2472,3.2812,3.7212
2018-04-13,2.609,3.3034,3.2637,3.7035
2018-04-16,2.6347,3.4069,3.1896,3.6841
2018-04-17,2.7211,3.3035,3.1967,3.6445
2018-04-18,2.7331,3.7244,3.0784,3.5023
2018-04-19,2.8104,3.7854,2.9387,3.5295
2018-04-20,2.8626,4.4733,3.0174,3.5323
2018-04-23,2.8636,4.1721,2.9796,3.5869
2018-04-24,2.9413,4.6527,3.0475,3.6043
2018-04-25,2.8727,4.1904,3.0393,3.587
2018-04-26,2.8336,4.6346,3.0541,3.622
2018-04-27,2.9536,4.243,3.0662,3.634
2018-04-28,2.8704,3.1213,3.0726,3.6093
2018-05-02,2.7592,3.6977,3.0991,3.641
2018-05-03,2.7173,3.2863,3.1042,3.6602
2018-05-04,2.6242,3.1748,3.102,3.6461
2018-05-07,2.6287,3.3526,3.0596,3.6278
2018-05-08,2.612,3.0671,3.0763,3.6957
2018-05-09,2.555,3.2356,3.0624,3.7035
2018-05-10,2.546,3.0084,3.0649,3.7011
2018-05-11,2.5191,3.0579,3.0584,3.6814
2018-05-14,2.6168,3.1412,3.0689,3.6964
2018-05-15,2.6956,3.2769,3.0909,3.7068
2018-05-16,2.8079,3.7208,3.1148,3.733
2018-05-17,2.6377,3.2255,3.1425,3.7096
2018-05-18,2.6067,3.0889,3.2001,3.7192
2018-05-21,2.5668,3.0422,3.2062,3.6997
2018-05-22,2.5701,3.0746,3.2284,3.68
2018-05-23,2.5684,3.2425,3.201,3.6699
2018-05-24,2.5727,3.2472,3.1737,3.6527
2018-05-25,2.5712,3.3782,3.196,3.667
2018-05-28,2.5714,3.6697,3.2168,3.6252
2018-05-29,2.7871,3.4934,3.2265,3.6326
2018-05-30,2.9334,3.7594,3.2261,3.6024
2018-05-31,2.9859,3.6977,3.2315,3.6302
2018-06-01,2.8451,3.4065,3.1591,3.6185
2018-06-04,2.6291,3.375,3.1628,3.6449
2018-06-05,2.6105,3.1771,3.1919,3.6512
2018-06-06,2.5879,3.4369,3.2158,3.6637
2018-06-07,2.5873,3.2158,3.2217,3.6739
2018-06-08,2.6025,3.2078,3.222,3.6553
2018-06-11,2.6251,3.2753,3.1941,3.6517
2018-06-12,2.6406,3.2296,3.2279,3.6692
2018-06-13,2.6467,3.5065,3.2444,3.6768
2018-06-14,2.6477,3.3441,3.2114,3.6245
2018-06-15,2.6452,3.4454,3.2104,3.5985
2018-06-19,2.6498,3.4602,3.2315,3.6048
2018-06-20,2.6803,3.455,3.2304,3.5764
2018-06-21,2.6472,3.4179,3.2787,3.5801
2018-06-22,2.6521,3.4157,3.2925,3.5727
2018-06-25,2.6172,3.5586,3.2541,3.5742
2018-06-26,2.5755,4.1731,3.2633,3.5804
2018-06-27,2.4879,3.7205,3.2725,3.5706
2018-06-28,2.3167,3.8775,3.2504,3.5408
2018-06-29,2.7905,3.905,3.1954,3.4762
2018-07-02,2.5664,3.3873,3.1941,3.492
2018-07-03,2.4749,3.1910000000000003,3.1794,3.4658
2018-07-04,2.2522,3.2814,3.0839999999999996,3.513
2018-07-05,2.1854,3.1677,3.0612,3.4956
2018-07-06,2.0268,2.8849,3.0596,3.5055
2018-07-09,2.0394,3.3564,3.0379,3.5369
2018-07-10,2.3751,3.1459,3.0616,3.5472
2018-07-11,2.4624,3.3106,3.0624,3.5311
2018-07-12,2.5418,3.1869,3.031,3.5188
2018-07-13,2.5248,3.2517,3.0296,3.499
2018-07-16,2.5923,3.4203,3.0825,3.479
2018-07-17,2.6262,3.1926,3.0823,3.4804
2018-07-18,2.5624,3.1559,3.0804,3.4692
2018-07-19,2.467,3.4044,3.0605,3.4989
2018-07-20,2.3967,3.2028,2.9775,3.4491
2018-07-23,2.4217,3.3071,3.0812,3.5142
2018-07-24,2.3994,3.179,3.0992,3.5541
2018-07-25,2.3827,3.0279,3.1010000000000004,3.5643
2018-07-26,2.3578,3.0276,3.0989999999999998,3.5444
2018-07-27,2.3349,3.0374,3.0352,3.5322
2018-07-30,2.2413,3.057,2.9634,3.5227
2018-07-31,2.119,3.4991,2.9375,3.5079
2018-08-01,2.0693,3.1186,2.8531,3.4926
2018-08-02,2.0255,2.9461,2.8424,3.4741
2018-08-03,1.8984,3.0291,2.7946,3.4803
2018-08-06,1.8704,2.9245,2.7423,3.4583
2018-08-07,1.6566,3.1292,2.6748,3.4654
2018-08-08,1.4643,2.9888,2.6702,3.5029
2018-08-09,1.6643,2.612,2.7137,3.555
2018-08-10,1.87,2.9272,2.7893,3.5619
2018-08-13,2.1515,2.7765,2.8064,3.5828
2018-08-14,2.3597,3.137,2.8716,3.5695
2018-08-15,2.3755,3.0228,2.8419,3.5671
2018-08-16,2.5466,2.8532,2.8397,3.5736
2018-08-17,2.6142,3.21,2.9068,3.6432
2018-08-20,2.6631,3.0086,2.9428,3.6575
2018-08-21,2.662,3.2596,2.9491,3.6594
2018-08-22,2.5653,3.2203,2.9473,3.6303
2018-08-23,2.4682,3.082,2.8977,3.6166
2018-08-24,2.4308,3.3963,2.8622,3.6155
2018-08-27,2.4554,2.8934,2.8898,3.6342
2018-08-28,2.4407,3.0461,2.9084,3.6356
2018-08-29,2.4157,2.9695,2.8723,3.6232
2018-08-30,2.3087,3.2288,2.873,3.6111
2018-08-31,2.3480000000000003,3.7144,2.8644,3.5937
2018-09-03,2.3089,3.1156,2.8706,3.5715
2018-09-04,2.2385,3.1326,2.8691,3.5966
2018-09-05,2.2048,3.1282,2.8669,3.6079
2018-09-06,2.5314,3.2551,2.8721,3.6167
2018-09-07,2.6260000000000003,3.3989,2.8757,3.6267
2018-09-10,2.6064,3.4347,2.8863,3.6369
2018-09-11,2.6302,3.2063,2.8979,3.6746
2018-09-12,2.5891,3.2732,2.9062,3.671
2018-09-13,2.5594,3.2112,2.8876,3.6598
2018-09-14,2.5241,3.2255,2.8930000000000002,3.6524
2018-09-17,2.4959,3.737,2.8922,3.6326
2018-09-18,2.7049,3.2108,2.9115,3.6377
2018-09-19,2.6031,3.2698,2.906,3.6652
2018-09-20,2.5552,3.1665,2.9139,3.6876
2018-09-21,2.5517,3.258,2.9810000000000003,3.6865
2018-09-25,2.5625,3.5151,3.0106,3.6755
2018-09-26,2.5741,3.3876,3.0094,3.6706
2018-09-27,2.4774,3.6715,3.0127,3.6433
2018-09-28,2.4588,3.7894,2.9742,3.6234
2018-09-29,2.0966,4.0324,2.9626,3.6135
2018-09-30,2.8458,3.1014,2.938,3.6136
