date,rft_store1,rft_country1,rft_bank7,rft_country10
2015-01-05,7.400000000000001e-05,8.780906937033706e-05,0.00012649479662774077,9.797454976712139e-05
2015-01-06,7.400000000000001e-05,8.800542475140283e-05,0.00011565969119375907,9.810673389853974e-05
2015-01-07,7.400000000000001e-05,8.653507200317989e-05,0.00010601825857547986,9.823626817784259e-05
2015-01-08,7.400000000000001e-05,8.619258447151168e-05,0.00010621858861581401,9.810937751630888e-05
2015-01-09,7.400000000000001e-05,8.615275756906904e-05,0.00011152991162921566,9.837108308485831e-05
2015-01-12,7.400000000000001e-05,8.617665377985695e-05,0.00010878205059161594,9.850589137716526e-05
2015-01-13,7.400000000000001e-05,8.659082174689026e-05,0.00010647688737219774,9.772338239555367e-05
2015-01-14,7.400000000000001e-05,8.646073725171455e-05,0.00010670617306551833,9.61603410198908e-05
2015-01-15,7.400000000000001e-05,8.656692913810993e-05,0.00010758624159934449,9.55068266601522e-05
2015-01-16,7.400000000000001e-05,8.639702014967554e-05,0.00010742816622566487,9.407490168622523e-05
2015-01-19,7.400000000000001e-05,8.616072299560962e-05,0.00010711462315882159,9.40828441784447e-05
2015-01-20,7.400000000000001e-05,8.608106768970279e-05,0.00010145151883467207,9.40828441784447e-05
2015-01-21,7.400000000000001e-05,8.587660849967982e-05,0.00012085842861075946,9.419403665966719e-05
2015-01-22,7.400000000000001e-05,8.557918615070825e-05,0.00011168512061421332,9.380219552390656e-05
2015-01-23,7.400000000000001e-05,8.56535447564255e-05,0.00011148255798976159,9.400077065113699e-05
2015-01-26,7.400000000000001e-05,8.539328083134734e-05,0.0001075493581588205,9.381013880438438e-05
2015-01-27,7.400000000000001e-05,8.420850287937931e-05,0.00010592072419002285,9.328053648727241e-05
2015-01-28,7.400000000000001e-05,8.384712362552449e-05,0.00011296854700826309,9.419403665966719e-05
2015-01-29,7.400000000000001e-05,8.415536185246708e-05,0.00011704890859287609,9.452758710581932e-05
2015-01-30,7.400000000000001e-05,8.510377464521214e-05,0.00011406739887309669,9.524484811129774e-05
2015-02-02,7.400000000000001e-05,8.349898542459044e-05,0.00012363353235644858,9.339440960043355e-05
2015-02-03,7.400000000000001e-05,8.349898542459044e-05,0.00011752932504771607,9.306337002623621e-05
2015-02-04,7.400000000000001e-05,8.338470143609554e-05,0.00012299699992013302,9.306337002623621e-05
2015-02-05,7.400000000000001e-05,8.295410045811026e-05,0.00012396090930755221,9.157452311003844e-05
2015-02-06,7.400000000000001e-05,8.312953863276462e-05,0.00012203537295230049,9.237467992218029e-05
2015-02-09,7.400000000000001e-05,8.328636024557133e-05,0.00012319085668988095,9.200377527451842e-05
2015-02-10,7.400000000000001e-05,8.310295781122079e-05,0.0001260735166013216,9.220248041996726e-05
2015-02-11,7.400000000000001e-05,8.319864756534123e-05,0.00012194364707696081,9.157452311003844e-05
2015-02-12,7.400000000000001e-05,8.333154447304203e-05,0.0001301710585572824,9.087750792291516e-05
2015-02-13,7.400000000000001e-05,8.336875445524859e-05,0.0001292537610189104,9.067870692613944e-05
2015-02-16,7.400000000000001e-05,8.320396356498172e-05,0.00013352664570964734,8.988335906212619e-05
2015-02-17,7.400000000000001e-05,8.31959895615242e-05,0.00012749671257128448,8.961819193520348e-05
2015-02-25,7.400000000000001e-05,8.225489462998503e-05,0.00013035134599270748,8.968713785018068e-05
2015-02-26,7.400000000000001e-05,8.236656681614997e-05,0.00013587703202988521,9.067870692613944e-05
2015-02-27,7.400000000000001e-05,8.257926318644415e-05,0.0001379778949612831,9.081124252219297e-05
2015-03-02,6.8e-05,8.31189063350557e-05,0.00013280625809053426,9.157452311003844e-05
2015-03-03,6.8e-05,8.32597809412583e-05,0.00013286629760678181,9.236143418989151e-05
2015-03-04,6.8e-05,8.337672795732942e-05,0.00013146677475761592,9.248594155342182e-05
2015-03-05,6.8e-05,8.384978099940099e-05,0.00013107760163499904,9.353740636020014e-05
2015-03-06,6.8e-05,8.412081963382613e-05,0.00013772254081700908,9.384720714389339e-05
2015-03-09,6.8e-05,8.415801892813768e-05,0.00013898865600725507,9.48240424005764e-05
2015-03-10,6.8e-05,8.463890732079982e-05,0.00013544414854371745,9.430787191910817e-05
2015-03-11,6.8e-05,8.477173458243392e-05,0.00013810035230465978,9.340500220833547e-05
2015-03-12,6.8e-05,8.462828086241991e-05,0.0001340250642654084,9.269785600629632e-05
2015-03-13,6.8e-05,8.496033826133065e-05,0.0001382644886942508,9.328053648727241e-05
2015-03-16,6.8e-05,8.496299455851285e-05,0.00013305162870702603,9.438464187305762e-05
2015-03-17,6.8e-05,8.526579562762039e-05,0.00012958569605592274,9.49669647751783e-05
2015-03-18,6.8e-05,8.509314998450535e-05,0.00013175143696630975,9.458052789734772e-05
2015-03-19,6.8e-05,8.560839870019875e-05,0.0001242332572062299,9.561531551249836e-05
2015-03-20,6.8e-05,8.527907561228787e-05,0.00012150069904026672,9.477904678112381e-05
2015-03-23,6.8e-05,8.547826768112721e-05,0.00011838756502169367,9.446140968183414e-05
2015-03-24,6.8e-05,8.558715324058497e-05,0.00011348911056852096,9.414108842031865e-05
2015-03-25,6.8e-05,8.574117910109536e-05,0.00011009052257859864,9.462817373773191e-05
2015-03-26,6.8e-05,8.571462353423874e-05,0.00010899797823449298,9.585873832307357e-05
2015-03-27,6.8e-05,8.634923135342198e-05,0.00011084057257337854,9.634022862026193e-05
2015-03-30,6.8e-05,8.604654967325764e-05,0.00010943241536387482,9.695651888930179e-05
2015-03-31,6.8e-05,8.672620927230312e-05,0.00010820264867295037,9.747219206124313e-05
2015-04-01,6.8e-05,8.721726489868686e-05,0.00010340208388504024,9.709404119884191e-05
2015-04-02,6.8e-05,8.599875478054743e-05,0.00010135118169984914,9.622383210605712e-05
2015-04-03,6.8e-05,8.5935026963746e-05,9.956298199820246e-05,9.61920867463828e-05
2015-04-07,6.8e-05,8.602530760137839e-05,9.454876354486608e-05,9.658358721664762e-05
2015-04-08,6.8e-05,8.604920492061296e-05,9.177060957954453e-05,9.72289121627945e-05
2015-04-09,6.8e-05,8.60518601655258e-05,9.241441673624173e-05,9.93225296175293e-05
2015-04-10,6.8e-05,8.509580615356782e-05,9.045868372070665e-05,9.945200659111642e-05
2015-04-13,6.8e-05,8.489392999200263e-05,9.485580357093681e-05,9.92643951140959e-05
2015-04-14,6.8e-05,8.480892506490534e-05,8.982767608833875e-05,9.740344123021494e-05
2015-04-15,6.8e-05,8.426164287844706e-05,8.666249832667283e-05,9.701999157996077e-05
2015-04-16,6.8e-05,8.345911945695228e-05,8.409424840083446e-05,9.747219206124313e-05
2015-04-17,6.8e-05,8.362123745198069e-05,8.340596393341393e-05,9.702528090471674e-05
2015-04-20,6.8e-05,8.257394597777079e-05,8.706332176822151e-05,9.465464329183604e-05
2015-04-21,6.8e-05,7.95387996963548e-05,7.757387668250182e-05,9.281705070351975e-05
2015-04-22,6.8e-05,8.133741557170282e-05,7.8774829943562e-05,9.337322426228312e-05
2015-04-23,6.8e-05,8.164327596782428e-05,7.374649839375635e-05,9.40828441784447e-05
2015-04-24,6.8e-05,8.023603612872242e-05,7.418921170576631e-05,9.498284458020478e-05
2015-04-27,6.8e-05,7.953613814959404e-05,7.061079367387535e-05,9.377042217151299e-05
2015-04-28,6.8e-05,7.78961351857177e-05,7.04559172242103e-05,9.383661624084993e-05
2015-04-29,6.8e-05,7.737411069941302e-05,7.19028706479552e-05,9.383926397044107e-05
2015-04-30,6.8e-05,7.644167734599527e-05,6.885056261851652e-05,9.313487795159503e-05
2015-05-04,6.8e-05,7.320234335117526e-05,7.488247476206134e-05,9.094377172513823e-05
2015-05-05,6.8e-05,7.410654174511144e-05,7.195358028511123e-05,9.154272398537167e-05
2015-05-06,6.8e-05,7.408520715790345e-05,6.723892247162411e-05,9.24409076263899e-05
2015-05-07,6.8e-05,7.347443434424504e-05,6.752497073714281e-05,9.220777902707589e-05
2015-05-08,6.8e-05,7.292222153232329e-05,7.007402936509699e-05,9.115315483732012e-05
2015-05-11,6.100000000000001e-05,7.252466630580655e-05,6.669347689247651e-05,9.142612404611228e-05
2015-05-12,6.100000000000001e-05,6.963332355836016e-05,6.424298366347614e-05,9.090136307587926e-05
2015-05-13,6.100000000000001e-05,6.896010914014816e-05,6.219744945679118e-05,9.156392344267239e-05
2015-05-14,6.100000000000001e-05,6.569053700578031e-05,6.214923787450921e-05,9.077413319968919e-05
2015-05-15,6.100000000000001e-05,6.335962823711405e-05,6.398871348523016e-05,9.057797559730574e-05
2015-05-18,6.100000000000001e-05,6.364608065845269e-05,5.8691869684990294e-05,9.144467436739134e-05
2015-05-19,6.100000000000001e-05,6.423763084950629e-05,5.761356749856006e-05,9.249918668552404e-05
2015-05-20,6.100000000000001e-05,6.42536892598855e-05,5.680590486534243e-05,9.250183570430615e-05
2015-05-21,6.100000000000001e-05,6.475948114958996e-05,5.84236748517597e-05,9.257070929602484e-05
2015-05-22,6.100000000000001e-05,6.428312943529413e-05,5.841831068797987e-05,9.26395811611247e-05
2015-05-25,6.100000000000001e-05,6.391376620551448e-05,5.900026138094816e-05,9.304218213523896e-05
2015-05-26,6.100000000000001e-05,6.0335332126904007e-05,6.052294067959707e-05,9.356918240732703e-05
2015-05-27,6.100000000000001e-05,5.316713831926556e-05,6.301959454080297e-05,9.478963405196161e-05
2015-05-28,6.100000000000001e-05,5.423912821966858e-05,6.314811616059401e-05,9.489285780528434e-05
2015-05-29,6.100000000000001e-05,5.481927911965556e-05,5.7009855379375196e-05,9.621060491760147e-05
2015-06-01,6.100000000000001e-05,5.379050163800692e-05,6.109908686102727e-05,9.805386100913971e-05
2015-06-02,6.100000000000001e-05,5.369109541542017e-05,6.149294053181542e-05,9.687453116047351e-05
2015-06-03,6.100000000000001e-05,5.336061103733414e-05,6.454807681799402e-05,9.727122325786652e-05
2015-06-04,6.100000000000001e-05,5.31160807466513e-05,6.292587706946406e-05,9.648571732889799e-05
2015-06-05,6.100000000000001e-05,5.149518151426058e-05,6.26313156315561e-05,9.66179731063388e-05
2015-06-08,6.100000000000001e-05,5.0935843462607266e-05,6.200191946414968e-05,9.596721328075652e-05
2015-06-09,6.100000000000001e-05,4.842010393368845e-05,6.033801233917835e-05,9.603600005947399e-05
2015-06-10,6.100000000000001e-05,4.644356584360132e-05,5.8941267386369844e-05,9.675815727994141e-05
2015-06-11,6.100000000000001e-05,4.755857278038178e-05,6.407704158295502e-05,9.715486617878355e-05
2015-06-12,6.100000000000001e-05,4.77551333615267e-05,6.800610624657644e-05,9.748276895948926e-05
2015-06-15,6.100000000000001e-05,4.717887485328198e-05,6.192959662643105e-05,9.80776539352135e-05
2015-06-16,6.100000000000001e-05,4.7359305234140336e-05,6.777891386677837e-05,9.757002681665128e-05
2015-06-17,6.100000000000001e-05,4.731352551323731e-05,7.612724275873894e-05,9.741401839313824e-05
2015-06-18,6.100000000000001e-05,4.705229721535531e-05,7.581810249135401e-05,9.638255340282953e-05
2015-06-19,6.100000000000001e-05,4.784667732549153e-05,8.540124846034836e-05,9.666029361055095e-05
2015-06-23,6.100000000000001e-05,4.831511927982923e-05,9.031287550409495e-05,9.715222164241588e-05
2015-06-24,6.100000000000001e-05,4.824243524614858e-05,7.88786571215283e-05,9.744046112225568e-05
2015-06-25,6.100000000000001e-05,4.8597761132418433e-05,8.461234109780058e-05,9.67237731448467e-05
2015-06-26,6.100000000000001e-05,4.778744334421603e-05,8.354150848588482e-05,9.705172737528578e-05
2015-06-29,5.400000000000001e-05,4.769589740649671e-05,8.049678902599666e-05,9.731882246089008e-05
2015-06-30,5.400000000000001e-05,4.7887063398643896e-05,7.234588111026952e-05,9.679783074756365e-05
2015-07-01,5.400000000000001e-05,4.980875412252672e-05,7.763513534086997e-05,9.683485880040976e-05
2015-07-02,5.400000000000001e-05,5.010200324728764e-05,8.05446797254028e-05,9.74642593609687e-05
2015-07-03,5.400000000000001e-05,5.1129473367383944e-05,8.006041308838974e-05,9.610743066068572e-05
2015-07-06,5.400000000000001e-05,5.09519798090885e-05,7.569283748054545e-05,9.524749448419634e-05
2015-07-07,5.400000000000001e-05,5.198450891419349e-05,7.309029805080414e-05,9.266606988034276e-05
2015-07-08,5.400000000000001e-05,5.5138846961622086e-05,7.304494508253434e-05,9.094377172513823e-05
2015-07-09,5.400000000000001e-05,6.110712525542182e-05,8.82972784408409e-05,9.259984760334738e-05
2015-07-10,5.400000000000001e-05,6.295265381606185e-05,7.19615869844148e-05,9.399018033984241e-05
2015-07-13,5.400000000000001e-05,6.506184135202099e-05,7.159859316940853e-05,9.372540929342144e-05
2015-07-14,5.400000000000001e-05,6.44999064669527e-05,7.309296584923075e-05,9.531365297732464e-05
2015-07-15,5.400000000000001e-05,6.703305622557386e-05,7.408787399021399e-05,9.597515030468351e-05
2015-07-16,5.400000000000001e-05,6.578148531621864e-05,6.879979567608885e-05,9.511517271865166e-05
2015-07-17,5.400000000000001e-05,6.566646194894332e-05,6.852991355033033e-05,9.458582192034548e-05
2015-07-20,5.400000000000001e-05,6.395391678815088e-05,6.63645529572765e-05,9.465199634783872e-05
2015-07-21,5.400000000000001e-05,6.589917866084427e-05,6.914445806005531e-05,9.478434042153872e-05
2015-07-22,5.400000000000001e-05,6.597942123254262e-05,7.129428198848764e-05,9.471816918171783e-05
2015-07-23,5.400000000000001e-05,6.428848216044614e-05,7.163329318071732e-05,9.412255629559496e-05
2015-07-24,5.400000000000001e-05,6.386290795834526e-05,7.551425833529635e-05,9.332820487628624e-05
2015-07-27,5.400000000000001e-05,6.540697294710185e-05,6.963332355836016e-05,9.384191169736766e-05
2015-07-28,5.400000000000001e-05,6.287232279333921e-05,7.202563973818243e-05,9.306337002623621e-05
2015-07-29,5.400000000000001e-05,6.215727319691666e-05,7.038915744117524e-05,9.286472713454508e-05
2015-07-30,5.400000000000001e-05,6.176083593412152e-05,6.870894722732501e-05,9.259984760334738e-05
2015-07-31,5.400000000000001e-05,6.570658692628406e-05,7.108604965311294e-05,9.346061272919037e-05
2015-08-03,5.400000000000001e-05,6.220012785318474e-05,6.860740717096192e-05,9.399018033984241e-05
2015-08-04,5.400000000000001e-05,6.305975819276277e-05,7.275146660368215e-05,9.372540929342144e-05
2015-08-05,5.400000000000001e-05,6.135094537662589e-05,6.707316124954232e-05,9.399018033984241e-05
2015-08-06,5.400000000000001e-05,6.133219075077356e-05,6.748487230789912e-05,9.399018033984241e-05
2015-08-07,5.400000000000001e-05,6.028708785676962e-05,6.775753008714247e-05,9.319579064226424e-05
2015-08-10,5.400000000000001e-05,6.0378215211320814e-05,6.624955399847643e-05,9.365921254489429e-05
2015-08-11,5.400000000000001e-05,6.126252959148815e-05,6.843103920561866e-05,9.5181334397898e-05
2015-08-12,5.400000000000001e-05,6.389502906611888e-05,6.877040385977473e-05,9.57105704850747e-05
2015-08-13,5.400000000000001e-05,6.258846770057502e-05,6.97561941023217e-05,9.508341454655955e-05
2015-08-14,5.400000000000001e-05,6.310259877451152e-05,6.834552338919053e-05,9.458582192034548e-05
2015-08-17,5.400000000000001e-05,6.281876747316062e-05,6.866886607448386e-05,9.524749448419634e-05
2015-08-18,5.400000000000001e-05,6.305440307308174e-05,7.05520484620692e-05,9.5181334397898e-05
2015-08-19,5.400000000000001e-05,6.235011388655565e-05,7.058943192395084e-05,9.504900944601324e-05
2015-08-20,5.400000000000001e-05,6.176619357578517e-05,7.34584297377161e-05,9.49166781207822e-05
2015-08-21,5.400000000000001e-05,6.214388097980361e-05,7.34050803754549e-05,9.458582192034548e-05
2015-08-24,5.400000000000001e-05,6.299281844657223e-05,7.163863160508654e-05,9.418874188171777e-05
2015-08-25,5.400000000000001e-05,6.271433159632522e-05,7.462118845857901e-05,9.359301420142074e-05
2015-08-26,4.8e-05,6.237421802102183e-05,7.061880428715916e-05,9.266606988034276e-05
2015-08-27,4.8e-05,6.273575466408943e-05,6.804085166001173e-05,9.213624696813305e-05
2015-08-28,4.8e-05,6.286161181279226e-05,6.760783896986311e-05,9.101003392952833e-05
2015-08-31,4.8e-05,6.242778200715726e-05,6.807826930632643e-05,9.00159330292638e-05
2015-09-01,4.8e-05,6.135898303427645e-05,6.663999600653447e-05,8.942725575611377e-05
2015-09-02,4.8e-05,6.135094537662589e-05,6.664801820588373e-05,8.935299921408735e-05
2015-09-07,4.8e-05,6.151973124746135e-05,6.642338777251844e-05,8.971895845810707e-05
2015-09-08,4.8e-05,6.192156063811183e-05,7.041853194555969e-05,9.074497552341576e-05
2015-09-09,4.8e-05,6.191620329931702e-05,6.669347689247651e-05,9.008221761397373e-05
2015-09-10,4.8e-05,6.163760729349654e-05,6.81370674351367e-05,9.047989154398195e-05
2015-09-11,4.8e-05,6.176887239273121e-05,7.013278479850449e-05,9.021478198611987e-05
2015-09-14,4.8e-05,6.209031145831823e-05,6.680043554108117e-05,9.008221761397373e-05
2015-09-15,4.8e-05,6.284554526381214e-05,6.707316124954232e-05,8.95518961545605e-05
2015-09-16,4.8e-05,6.270897580340495e-05,6.728971826364116e-05,8.941929979400243e-05
2015-09-17,4.8e-05,6.258043363893684e-05,6.78109892240375e-05,8.961819193520348e-05
2015-09-18,4.8e-05,6.243313834852769e-05,6.71426752376636e-05,8.961819193520348e-05
2015-09-21,4.8e-05,6.271968737903144e-05,6.773614614119516e-05,8.908778089344871e-05
2015-09-22,4.8e-05,6.273843253579159e-05,6.785108289397712e-05,8.935299921408735e-05
2015-09-23,4.8e-05,6.247598870201543e-05,6.796066927350353e-05,8.935299921408735e-05
2015-09-24,4.8e-05,6.281073408520578e-05,7.801064770007748e-05,8.948559877430817e-05
2015-09-25,4.8e-05,6.279734505287848e-05,7.366914959106019e-05,8.961819193520348e-05
2015-09-28,4.8e-05,6.327127707139724e-05,7.613523730420901e-05,8.895516213192067e-05
2015-09-29,4.8e-05,6.296336444155949e-05,7.373316254866147e-05,8.802665151974587e-05
2015-09-30,4.8e-05,6.333017816428921e-05,6.780297041975025e-05,8.776130512866409e-05
2015-10-08,4.8e-05,6.42028373050163e-05,6.732179933255367e-05,8.73632374860378e-05
2015-10-09,4.8e-05,6.375851176487758e-05,6.700364550238369e-05,8.54729560799683e-05
2015-10-12,4.8e-05,6.506184135202099e-05,6.625757733780269e-05,8.517283393705277e-05
2015-10-13,4.8e-05,6.447849715107701e-05,6.784841000073705e-05,8.484080222070922e-05
2015-10-14,4.8e-05,6.457483775923478e-05,6.878376381513895e-05,8.132145670325386e-05
2015-10-15,4.8e-05,6.455075292399748e-05,6.963599471543347e-05,8.304713724882617e-05
2015-10-16,4.8e-05,6.449455415369343e-05,7.074964099973435e-05,8.424304399579086e-05
2015-10-19,4.8e-05,6.697958194945564e-05,7.045057650123532e-05,8.430946799897754e-05
2015-10-20,4.8e-05,6.709722398290374e-05,6.745279314301911e-05,8.299397375410855e-05
2015-10-21,4.8e-05,6.68966947647842e-05,6.67469567372514e-05,8.238251961523169e-05
2015-10-22,4.8e-05,6.661058107559903e-05,6.5669136965818e-05,8.211662753909721e-05
2015-10-23,4.8e-05,6.697690820844926e-05,6.767199330459661e-05,8.205015049922437e-05
2015-10-26,4.1e-05,6.558888533114704e-05,6.583230806067597e-05,8.165125447900934e-05
2015-10-27,4.1e-05,6.469525876906523e-05,6.468990683639042e-05,8.072027181427188e-05
2015-10-28,4.1e-05,6.554608350084479e-05,6.588847947419652e-05,8.005509100272867e-05
2015-10-29,4.1e-05,6.496016641333036e-05,6.67736962691734e-05,8.191719159400535e-05
2015-10-30,4.1e-05,6.407436501554287e-05,6.698225568801952e-05,8.264838596150348e-05
2015-11-02,4.1e-05,6.48584877116498e-05,6.372638906126937e-05,8.255001841184217e-05
2015-11-03,4.1e-05,6.504846328558855e-05,6.863412860225182e-05,8.271484852850897e-05
2015-11-04,4.1e-05,6.660255876722587e-05,6.885056261851652e-05,8.38444662492055e-05
2015-11-05,4.1e-05,6.717208447248879e-05,6.64421076768118e-05,8.457514795412457e-05
2015-11-06,4.1e-05,6.672823890996327e-05,6.517153903962125e-05,8.371159414988227e-05
2015-11-09,4.1e-05,6.733783972645567e-05,6.527320615634657e-05,8.592971624565848e-05
2015-11-10,4.1e-05,6.886392218419246e-05,6.608908229055466e-05,8.669966322449874e-05
2015-11-11,4.1e-05,6.903491888876624e-05,6.87597158484099e-05,8.484080222070922e-05
2015-11-12,4.1e-05,6.932345169707865e-05,6.609175689575864e-05,8.450873037380013e-05
2015-11-13,4.1e-05,6.952380387659217e-05,6.705711931020986e-05,8.441574306394806e-05
2015-11-16,4.1e-05,6.971612822437301e-05,6.543907600775611e-05,8.457514795412457e-05
2015-11-17,4.1e-05,6.972948358185961e-05,6.554073322506682e-05,8.441574306394806e-05
2015-11-18,4.1e-05,6.986837545253088e-05,6.752229752682304e-05,8.457514795412457e-05
2015-11-19,4.1e-05,7.059477237714162e-05,6.54337255237003e-05,8.497361972237272e-05
